,suburb,rooms,type,price,bathroom,car,month,year,total_2020_incidents
10008,Preston,3,h,1080000.0,1.0,1.0,09,2016,3977
10009,Preston,3,h,1040000.0,1.0,2.0,09,2016,3977
10010,Preston,4,h,1400000.0,2.0,2.0,03,2017,3977
10011,Preston,2,t,660000.0,1.0,1.0,03,2017,3977
10012,Preston,2,u,436000.0,1.0,1.0,03,2017,3977
10013,Preston,2,h,876000.0,1.0,2.0,03,2017,3977
10014,Preston,2,h,910000.0,2.0,1.0,03,2017,3977
10015,Preston,3,h,1000000.0,2.0,2.0,03,2017,3977
10016,Preston,3,h,800000.0,1.0,2.0,03,2017,3977
10017,Preston,3,h,928000.0,2.0,1.0,03,2017,3977
10018,Preston,3,h,1070000.0,1.0,2.0,03,2017,3977
10019,Preston,2,h,565000.0,1.0,2.0,06,2016,3977
10020,Preston,3,t,714000.0,2.0,2.0,06,2016,3977
10021,Preston,2,h,770000.0,2.0,1.0,06,2016,3977
10022,Preston,3,h,1226000.0,1.0,4.0,06,2016,3977
10023,Preston,3,h,810000.0,1.0,1.0,06,2016,3977
10024,Preston,3,h,1127000.0,2.0,2.0,06,2016,3977
10025,Preston,3,h,750000.0,1.0,2.0,06,2016,3977
10026,Preston,3,h,980000.0,1.0,1.0,11,2016,3977
10027,Preston,3,h,670000.0,1.0,2.0,11,2016,3977
10028,Preston,4,h,1315000.0,3.0,2.0,11,2016,3977
10029,Preston,2,h,780000.0,1.0,1.0,11,2016,3977
10030,Preston,2,h,986000.0,1.0,1.0,05,2016,3977
10031,Preston,2,h,771000.0,1.0,1.0,05,2016,3977
10032,Preston,4,h,760000.0,8.0,7.0,05,2016,3977
10033,Preston,3,h,850000.0,2.0,1.0,08,2016,3977
10034,Preston,3,h,890000.0,1.0,2.0,08,2016,3977
10035,Preston,2,h,1088000.0,1.0,2.0,08,2016,3977
10036,Preston,3,h,1123000.0,1.0,2.0,08,2016,3977
10037,Preston,4,h,600000.0,1.0,2.0,04,2016,3977
10038,Preston,1,u,300000.0,1.0,1.0,09,2016,3977
10039,Preston,2,h,890000.0,1.0,3.0,09,2016,3977
10040,Preston,3,h,1040000.0,2.0,1.0,09,2016,3977
10041,Preston,3,h,1050000.0,2.0,1.0,09,2016,3977
10042,Preston,2,h,900000.0,1.0,1.0,02,2017,3977
10043,Preston,2,u,425000.0,2.0,1.0,02,2017,3977
10044,Preston,2,u,515000.0,1.0,1.0,02,2017,3977
10045,Preston,3,h,1040000.0,1.0,2.0,02,2017,3977
10046,Preston,2,h,520000.0,1.0,2.0,02,2017,3977
10047,Preston,3,u,605000.0,1.0,2.0,07,2016,3977
10048,Preston,3,h,890000.0,1.0,2.0,07,2016,3977
10049,Preston,2,h,790000.0,1.0,1.0,07,2016,3977
10050,Preston,3,h,1000000.0,1.0,2.0,07,2016,3977
10051,Preston,2,h,860000.0,2.0,1.0,06,2016,3977
10052,Preston,2,h,630000.0,1.0,1.0,06,2016,3977
10053,Preston,4,h,660000.0,2.0,1.0,06,2016,3977
10054,Preston,3,h,810000.0,1.0,1.0,06,2016,3977
10055,Preston,4,h,875000.0,1.0,2.0,06,2016,3977
10056,Preston,3,h,923000.0,1.0,0.0,06,2016,3977
10057,Preston,4,h,920000.0,1.0,1.0,06,2016,3977
10058,Preston,3,h,1150000.0,1.0,4.0,11,2016,3977
10059,Preston,4,h,871000.0,2.0,1.0,11,2016,3977
10060,Preston,4,h,910000.0,1.0,3.0,11,2016,3977
10061,Preston,3,h,1330000.0,2.0,3.0,11,2016,3977
10062,Preston,4,h,950000.0,2.0,1.0,11,2016,3977
10063,Preston,3,h,821000.0,1.0,2.0,11,2016,3977
10064,Preston,3,h,888500.0,1.0,2.0,11,2016,3977
10065,Preston,4,h,870000.0,1.0,2.0,11,2016,3977
10066,Preston,3,h,1186000.0,1.0,1.0,05,2016,3977
10067,Preston,3,h,900000.0,1.0,2.0,05,2016,3977
10068,Preston,3,h,800000.0,1.0,2.0,05,2016,3977
10069,Preston,3,h,1030000.0,2.0,3.0,05,2016,3977
10070,Preston,4,h,1615000.0,2.0,3.0,05,2016,3977
10071,Preston,3,h,715000.0,1.0,1.0,05,2016,3977
10072,Preston,2,u,610000.0,1.0,1.0,08,2016,3977
10073,Preston,3,h,1162500.0,2.0,2.0,08,2016,3977
10074,Preston,4,h,1142500.0,1.0,2.0,08,2016,3977
10075,Preston,3,h,930000.0,1.0,2.0,08,2016,3977
10076,Preston,3,h,875000.0,2.0,1.0,08,2016,3977
10077,Preston,4,h,840000.0,1.0,2.0,07,2016,3977
10078,Preston,3,h,805000.0,1.0,2.0,07,2016,3977
10079,Preston,3,h,750000.0,3.0,2.0,07,2016,3977
10080,Preston,4,h,750000.0,2.0,2.0,07,2016,3977
10081,Preston,2,u,413000.0,1.0,1.0,05,2017,3977
10082,Preston,3,h,1190000.0,2.0,2.0,05,2017,3977
10083,Preston,2,h,2000000.0,1.0,2.0,04,2017,3977
10084,Preston,3,h,1045000.0,1.0,2.0,04,2017,3977
10085,Preston,3,h,1121000.0,2.0,3.0,04,2017,3977
10086,Preston,3,u,715000.0,1.0,1.0,04,2017,3977
10087,Preston,4,h,1200000.0,3.0,2.0,04,2017,3977
10088,Preston,3,h,917500.0,2.0,2.0,04,2017,3977
10089,Preston,4,h,770000.0,1.0,1.0,05,2017,3977
10090,Preston,3,h,800000.0,2.0,2.0,05,2017,3977
10091,Preston,4,h,1075000.0,1.0,2.0,05,2017,3977
10092,Preston,3,h,1015000.0,2.0,1.0,05,2017,3977
10093,Preston,3,t,880000.0,2.0,2.0,05,2017,3977
10094,Preston,3,h,1020000.0,2.0,2.0,05,2017,3977
10095,Preston,3,h,1000000.0,1.0,3.0,05,2017,3977
10096,Preston,3,h,1010000.0,0.0,0.0,05,2017,3977
10097,Preston,4,h,1110000.0,1.0,2.0,05,2017,3977
10098,Preston,2,h,800000.0,1.0,1.0,05,2017,3977
10099,Preston,3,h,910000.0,1.0,1.0,04,2017,3977
10100,Preston,3,h,1215000.0,1.0,1.0,04,2017,3977
10101,Preston,2,h,2300000.0,1.0,2.0,04,2017,3977
10102,Preston,2,h,1108000.0,1.0,0.0,04,2017,3977
10103,Preston,3,h,801000.0,1.0,2.0,04,2017,3977
10104,Preston,3,h,1010000.0,1.0,2.0,04,2017,3977
10105,Preston,3,h,690000.0,1.0,2.0,04,2017,3977
10106,Preston,2,h,630000.0,1.0,1.0,04,2017,3977
10107,Preston,3,h,1100000.0,2.0,4.0,04,2017,3977
10108,Preston,3,h,1055000.0,1.0,2.0,04,2017,3977
10109,Preston,2,u,560000.0,1.0,2.0,04,2017,3977
10110,Preston,1,u,385000.0,1.0,1.0,04,2017,3977
10111,Preston,3,h,850000.0,1.0,2.0,06,2017,3977
10112,Preston,5,h,1400000.0,2.0,2.0,06,2017,3977
10113,Preston,3,h,930000.0,1.0,0.0,06,2017,3977
10114,Preston,4,h,830000.0,1.0,2.0,06,2017,3977
10115,Preston,3,h,881000.0,1.0,2.0,06,2017,3977
10116,Preston,3,u,660000.0,1.0,1.0,06,2017,3977
10117,Preston,3,h,945000.0,1.0,2.0,06,2017,3977
10118,Preston,3,h,1210000.0,2.0,2.0,06,2017,3977
10119,Preston,3,h,970000.0,1.0,1.0,06,2017,3977
10120,Preston,2,u,465000.0,1.0,1.0,06,2017,3977
10121,Preston,3,h,725000.0,1.0,2.0,06,2017,3977
10122,Preston,3,h,990000.0,1.0,1.0,06,2017,3977
10123,Preston,3,h,972500.0,1.0,1.0,06,2017,3977
10124,Preston,3,h,955000.0,1.0,1.0,06,2017,3977
10125,Preston,2,h,727000.0,1.0,0.0,06,2017,3977
10126,Preston,3,h,1017500.0,1.0,2.0,06,2017,3977
10127,Preston,2,h,1050000.0,1.0,1.0,06,2017,3977
10128,Preston,4,h,840000.0,1.0,1.0,06,2017,3977
10129,Preston,3,h,1242000.0,2.0,3.0,06,2017,3977
10130,Preston,2,h,1365000.0,1.0,2.0,06,2017,3977
10131,Preston,3,u,691000.0,1.0,1.0,06,2017,3977
10132,Preston,2,t,660000.0,2.0,1.0,06,2017,3977
10133,Preston,3,t,875000.0,2.0,2.0,06,2017,3977
10134,Preston,5,h,1350000.0,3.0,4.0,06,2017,3977
10135,Preston,3,h,1020000.0,3.0,2.0,06,2017,3977
10136,Preston,3,h,920000.0,1.0,2.0,05,2017,3977
10137,Preston,3,h,1115000.0,1.0,2.0,05,2017,3977
10138,Preston,3,u,550000.0,2.0,1.0,05,2017,3977
10139,Preston,3,h,1171000.0,1.0,2.0,05,2017,3977
10140,Preston,5,h,1060000.0,2.0,2.0,05,2017,3977
10141,Preston,3,h,996000.0,1.0,2.0,05,2017,3977
10142,Preston,2,h,617500.0,1.0,3.0,05,2017,3977
10143,Preston,2,h,820000.0,1.0,1.0,07,2017,3977
10144,Preston,3,h,1150000.0,0.0,0.0,07,2017,3977
10145,Preston,3,h,1270000.0,2.0,2.0,08,2017,3977
10146,Preston,3,h,980000.0,1.0,5.0,08,2017,3977
10147,Preston,4,h,1148000.0,1.0,2.0,08,2017,3977
10148,Preston,4,h,1060500.0,2.0,4.0,07,2017,3977
10149,Preston,4,h,990000.0,2.0,2.0,07,2017,3977
10150,Preston,1,u,250000.0,1.0,1.0,07,2017,3977
10151,Preston,1,u,392000.0,1.0,1.0,07,2017,3977
10152,Preston,1,u,505000.0,1.0,1.0,07,2017,3977
10153,Preston,3,h,980000.0,1.0,3.0,07,2017,3977
10154,Preston,4,h,1485000.0,1.0,2.0,07,2017,3977
10155,Preston,7,h,1350000.0,3.0,4.0,07,2017,3977
10156,Preston,3,h,905000.0,1.0,1.0,07,2017,3977
10157,Preston,3,h,1045000.0,1.0,2.0,07,2017,3977
10158,Preston,2,u,417500.0,2.0,1.0,09,2017,3977
10159,Preston,2,h,640000.0,2.0,1.0,09,2017,3977
10160,Preston,3,u,540000.0,1.0,1.0,09,2017,3977
10161,Preston,2,h,950000.0,1.0,2.0,09,2017,3977
10162,Preston,3,h,1072500.0,1.0,2.0,09,2017,3977
10163,Preston,3,h,920000.0,1.0,2.0,09,2017,3977
10164,Preston,3,h,947500.0,1.0,1.0,09,2017,3977
10165,Preston,3,h,1035000.0,1.0,2.0,09,2017,3977
10166,Preston,3,h,880000.0,1.0,0.0,09,2017,3977
10167,Preston,3,h,961000.0,1.0,2.0,08,2017,3977
10168,Preston,3,h,1001000.0,1.0,2.0,08,2017,3977
10169,Preston,3,u,790000.0,2.0,1.0,08,2017,3977
10170,Preston,3,h,1150000.0,1.0,2.0,09,2017,3977
10171,Preston,3,h,662000.0,2.0,2.0,09,2017,3977
10172,Preston,3,h,820000.0,1.0,2.0,09,2017,3977
10173,Preston,4,h,950000.0,1.0,2.0,09,2017,3977
10174,Preston,3,h,1100000.0,2.0,3.0,08,2017,3977
10175,Preston,3,h,910000.0,1.0,2.0,08,2017,3977
10176,Preston,2,h,950000.0,1.0,1.0,08,2017,3977
10177,Preston,3,u,810000.0,1.0,2.0,08,2017,3977
10178,Preston,2,t,761000.0,1.0,1.0,08,2017,3977
10179,Preston,4,h,1331000.0,2.0,3.0,10,2017,3977
10180,Preston,3,h,1020000.0,1.0,2.0,10,2017,3977
10181,Preston,3,h,1070000.0,1.0,7.0,10,2017,3977
10182,Preston,3,h,850000.0,1.0,2.0,10,2017,3977
10183,Preston,2,h,835000.0,1.0,4.0,10,2017,3977
10184,Preston,2,h,1035000.0,1.0,3.0,10,2017,3977
10185,Preston,2,u,440000.0,1.0,1.0,10,2017,3977
10186,Preston,4,h,1516000.0,2.0,1.0,10,2017,3977
10187,Preston,2,h,732000.0,1.0,2.0,10,2017,3977
10188,Preston,2,h,869000.0,1.0,1.0,10,2017,3977
10189,Preston,3,h,1201000.0,2.0,1.0,10,2017,3977
10190,Preston,3,h,833000.0,1.0,1.0,10,2017,3977
10191,Preston,4,h,1165000.0,1.0,1.0,10,2017,3977
10192,Preston,4,h,1040000.0,2.0,2.0,10,2017,3977
10193,Preston,2,h,935000.0,1.0,1.0,10,2017,3977
10194,Preston,3,h,700000.0,1.0,1.0,10,2017,3977
10195,Preston,2,h,960000.0,1.0,2.0,10,2017,3977
10196,Preston,3,t,1171000.0,2.0,2.0,10,2017,3977
10197,Preston,4,h,1205000.0,3.0,2.0,10,2017,3977
10198,Preston,4,h,905000.0,1.0,2.0,11,2017,3977
10199,Preston,3,h,1180000.0,2.0,2.0,11,2017,3977
10200,Preston,3,h,950000.0,1.0,1.0,11,2017,3977
10201,Preston,2,t,710000.0,1.0,1.0,11,2017,3977
10202,Preston,4,h,1050000.0,1.0,4.0,11,2017,3977
10203,Preston,3,t,985000.0,2.0,2.0,11,2017,3977
10204,Preston,3,h,860000.0,1.0,2.0,11,2017,3977
10205,Preston,3,h,820000.0,1.0,1.0,11,2017,3977
10206,Preston,4,h,1380000.0,2.0,3.0,11,2017,3977
10207,Preston,3,h,1045000.0,1.0,2.0,11,2017,3977
10208,Preston,4,h,1585000.0,2.0,2.0,11,2017,3977
10209,Preston,3,h,1185000.0,1.0,3.0,01,2018,3977
10210,Preston,2,t,723000.0,1.0,1.0,01,2018,3977
10211,Preston,3,h,985000.0,2.0,4.0,01,2018,3977
10212,Preston,4,h,930000.0,2.0,2.0,01,2018,3977
10213,Preston,4,h,1950000.0,4.0,2.0,01,2018,3977
10214,Preston,5,h,1455000.0,2.0,2.0,01,2018,3977
10215,Preston,3,h,880000.0,1.0,3.0,12,2017,3977
10216,Preston,2,h,770000.0,1.0,1.0,12,2017,3977
10217,Preston,4,h,1500000.0,2.0,2.0,12,2017,3977
10218,Preston,5,h,1420000.0,3.0,2.0,12,2017,3977
10219,Preston,3,h,1081000.0,1.0,4.0,12,2017,3977
10220,Preston,2,h,780000.0,1.0,0.0,12,2017,3977
10221,Preston,2,h,960000.0,1.0,2.0,12,2017,3977
10222,Preston,3,h,1002000.0,2.0,4.0,12,2017,3977
10223,Preston,4,h,1000500.0,2.0,2.0,12,2017,3977
10224,Preston,3,h,700000.0,1.0,1.0,12,2017,3977
10225,Preston,3,h,1265000.0,2.0,1.0,03,2018,3977
10226,Preston,3,h,933000.0,2.0,2.0,03,2018,3977
10227,Preston,3,h,1060000.0,1.0,2.0,03,2018,3977
10228,Preston,2,h,650000.0,1.0,2.0,03,2018,3977
10229,Preston,2,h,1150000.0,1.0,1.0,03,2018,3977
10230,Preston,3,t,860000.0,2.0,2.0,03,2018,3977
10231,Preston,3,h,750000.0,1.0,4.0,03,2018,3977
10232,Preston,3,h,950000.0,1.0,1.0,03,2018,3977
10233,Preston,3,h,1015000.0,1.0,1.0,03,2018,3977
10234,Preston,2,h,850000.0,1.0,4.0,03,2018,3977
10235,Preston,3,h,950000.0,1.0,2.0,03,2018,3977
10236,Preston,2,t,635000.0,1.0,2.0,03,2018,3977
10237,Preston,3,h,1000000.0,1.0,1.0,03,2018,3977
10238,Preston,3,h,1250000.0,2.0,1.0,03,2018,3977
10239,Preston,3,h,870000.0,1.0,4.0,03,2018,3977
10240,Preston,3,h,1085000.0,1.0,2.0,03,2018,3977
10241,Preston,3,h,752000.0,1.0,1.0,03,2018,3977
10242,Preston,3,t,840000.0,3.0,2.0,02,2018,3977
10243,Preston,5,h,1570000.0,3.0,2.0,02,2018,3977
10244,Preston,4,h,1495000.0,1.0,3.0,02,2018,3977
10245,Preston,3,h,950000.0,1.0,2.0,02,2018,3977
10246,Preston,4,h,1530000.0,2.0,4.0,02,2018,3977
10247,Preston,3,h,880000.0,1.0,2.0,02,2018,3977
10248,Preston,4,h,1300000.0,3.0,1.0,02,2018,3977
10249,Reservoir,3,u,475000.0,1.0,1.0,09,2016,4199
10250,Reservoir,2,u,415000.0,1.0,1.0,09,2016,4199
10251,Reservoir,3,h,731000.0,1.0,2.0,12,2016,4199
10252,Reservoir,2,u,352000.0,1.0,1.0,12,2016,4199
10253,Reservoir,3,h,723000.0,1.0,1.0,12,2016,4199
10254,Reservoir,2,u,336000.0,1.0,1.0,12,2016,4199
10255,Reservoir,3,h,685000.0,1.0,1.0,12,2016,4199
10256,Reservoir,3,t,620000.0,2.0,2.0,12,2016,4199
10257,Reservoir,3,h,620000.0,1.0,2.0,12,2016,4199
10258,Reservoir,3,h,1025000.0,2.0,2.0,12,2016,4199
10259,Reservoir,2,t,490000.0,1.0,1.0,03,2017,4199
10260,Reservoir,3,h,805000.0,1.0,2.0,03,2017,4199
10261,Reservoir,4,h,770000.0,1.0,2.0,03,2017,4199
10262,Reservoir,3,u,645000.0,1.0,2.0,03,2017,4199
10263,Reservoir,3,h,1005000.0,2.0,4.0,03,2017,4199
10264,Reservoir,2,h,931000.0,1.0,1.0,03,2017,4199
10265,Reservoir,2,h,810000.0,1.0,2.0,03,2017,4199
10266,Reservoir,2,h,535000.0,1.0,1.0,06,2016,4199
10267,Reservoir,3,h,920000.0,2.0,2.0,06,2016,4199
10268,Reservoir,3,h,800000.0,1.0,5.0,08,2016,4199
10269,Reservoir,3,h,510000.0,1.0,2.0,08,2016,4199
10270,Reservoir,3,h,651000.0,2.0,3.0,08,2016,4199
10271,Reservoir,3,h,502500.0,1.0,2.0,08,2016,4199
10272,Reservoir,2,h,365000.0,1.0,1.0,05,2016,4199
10273,Reservoir,2,u,405000.0,1.0,1.0,05,2016,4199
10274,Reservoir,3,t,620500.0,2.0,1.0,05,2016,4199
10275,Reservoir,3,h,730000.0,1.0,1.0,05,2016,4199
10276,Reservoir,1,h,260000.0,1.0,1.0,05,2016,4199
10277,Reservoir,3,h,665000.0,1.0,4.0,05,2016,4199
10278,Reservoir,3,h,625000.0,2.0,1.0,05,2016,4199
10279,Reservoir,2,u,357500.0,1.0,1.0,05,2016,4199
10280,Reservoir,2,u,427500.0,1.0,1.0,11,2016,4199
10281,Reservoir,4,h,851000.0,2.0,2.0,11,2016,4199
10282,Reservoir,3,h,998000.0,2.0,3.0,11,2016,4199
10283,Reservoir,4,h,1030000.0,2.0,3.0,11,2016,4199
10284,Reservoir,2,h,498000.0,1.0,3.0,11,2016,4199
10285,Reservoir,2,u,410000.0,1.0,1.0,11,2016,4199
10286,Reservoir,2,u,450000.0,1.0,1.0,11,2016,4199
10287,Reservoir,1,u,341000.0,1.0,1.0,11,2016,4199
10288,Reservoir,2,u,270000.0,1.0,1.0,11,2016,4199
10289,Reservoir,3,h,900000.0,2.0,2.0,11,2016,4199
10290,Reservoir,3,h,500000.0,1.0,1.0,10,2016,4199
10291,Reservoir,4,h,1015000.0,1.0,1.0,10,2016,4199
10292,Reservoir,3,h,915000.0,3.0,2.0,10,2016,4199
10293,Reservoir,2,h,380000.0,1.0,1.0,10,2016,4199
10294,Reservoir,2,u,468000.0,2.0,2.0,10,2016,4199
10295,Reservoir,3,h,800000.0,1.0,2.0,10,2016,4199
10296,Reservoir,2,u,380000.0,1.0,1.0,10,2016,4199
10297,Reservoir,3,h,600000.0,1.0,1.0,10,2016,4199
10298,Reservoir,3,t,530000.0,2.0,1.0,10,2016,4199
10299,Reservoir,3,t,592000.0,1.0,1.0,10,2016,4199
10300,Reservoir,2,h,611000.0,1.0,2.0,10,2016,4199
10301,Reservoir,2,u,440000.0,1.0,2.0,10,2016,4199
10302,Reservoir,3,h,650000.0,1.0,3.0,09,2016,4199
10303,Reservoir,2,t,416000.0,1.0,1.0,09,2016,4199
10304,Reservoir,3,h,610000.0,1.0,2.0,09,2016,4199
10305,Reservoir,3,h,890000.0,2.0,2.0,09,2016,4199
10306,Reservoir,3,u,301000.0,1.0,1.0,09,2016,4199
10307,Reservoir,3,h,865000.0,1.0,3.0,09,2016,4199
10308,Reservoir,2,u,436000.0,1.0,1.0,09,2016,4199
10309,Reservoir,4,h,650000.0,1.0,2.0,09,2016,4199
10310,Reservoir,2,u,432000.0,1.0,1.0,09,2016,4199
10311,Reservoir,3,h,650000.0,1.0,1.0,09,2016,4199
10312,Reservoir,2,h,836000.0,1.0,3.0,12,2016,4199
10313,Reservoir,2,u,401000.0,1.0,1.0,12,2016,4199
10314,Reservoir,2,h,635000.0,1.0,1.0,12,2016,4199
10315,Reservoir,2,u,491000.0,1.0,1.0,12,2016,4199
10316,Reservoir,2,u,420000.0,1.0,0.0,12,2016,4199
10317,Reservoir,3,h,810000.0,1.0,2.0,12,2016,4199
10318,Reservoir,3,h,780000.0,1.0,2.0,12,2016,4199
10319,Reservoir,2,u,520000.0,1.0,1.0,12,2016,4199
10320,Reservoir,3,h,660000.0,1.0,1.0,12,2016,4199
10321,Reservoir,2,h,555000.0,1.0,2.0,02,2017,4199
10322,Reservoir,2,t,350000.0,1.0,1.0,02,2017,4199
10323,Reservoir,3,h,540000.0,2.0,2.0,02,2017,4199
10324,Reservoir,3,t,678000.0,2.0,1.0,03,2017,4199
10325,Reservoir,3,h,812000.0,1.0,2.0,06,2016,4199
10326,Reservoir,3,h,682000.0,1.0,1.0,06,2016,4199
10327,Reservoir,2,t,380000.0,1.0,1.0,11,2016,4199
10328,Reservoir,1,u,350000.0,1.0,2.0,11,2016,4199
10329,Reservoir,4,h,750000.0,2.0,4.0,11,2016,4199
10330,Reservoir,2,t,495000.0,1.0,1.0,11,2016,4199
10331,Reservoir,2,h,644000.0,1.0,2.0,11,2016,4199
10332,Reservoir,4,h,895500.0,2.0,4.0,11,2016,4199
10333,Reservoir,3,u,500000.0,1.0,1.0,11,2016,4199
10334,Reservoir,3,h,940000.0,1.0,2.0,11,2016,4199
10335,Reservoir,2,h,755000.0,1.0,2.0,11,2016,4199
10336,Reservoir,2,t,568000.0,1.0,1.0,11,2016,4199
10337,Reservoir,2,u,350000.0,1.0,1.0,11,2016,4199
10338,Reservoir,2,u,452000.0,1.0,1.0,08,2016,4199
10339,Reservoir,2,u,335000.0,1.0,1.0,08,2016,4199
10340,Reservoir,3,h,585000.0,1.0,3.0,08,2016,4199
10341,Reservoir,2,u,360000.0,1.0,1.0,08,2016,4199
10342,Reservoir,2,u,380000.0,1.0,1.0,08,2016,4199
10343,Reservoir,3,h,546000.0,1.0,2.0,08,2016,4199
10344,Reservoir,3,u,400000.0,1.0,1.0,08,2016,4199
10345,Reservoir,4,h,1700000.0,2.0,4.0,08,2016,4199
10346,Reservoir,3,h,592500.0,2.0,1.0,05,2016,4199
10347,Reservoir,3,h,830000.0,1.0,1.0,05,2016,4199
10348,Reservoir,2,u,360000.0,1.0,1.0,05,2016,4199
10349,Reservoir,3,h,655000.0,1.0,1.0,05,2016,4199
10350,Reservoir,3,h,410000.0,1.0,1.0,10,2016,4199
10351,Reservoir,2,h,836000.0,1.0,1.0,10,2016,4199
10352,Reservoir,2,h,635000.0,2.0,2.0,10,2016,4199
10353,Reservoir,4,h,811000.0,2.0,3.0,10,2016,4199
10354,Reservoir,2,h,650000.0,1.0,1.0,10,2016,4199
10355,Reservoir,3,h,765000.0,1.0,2.0,10,2016,4199
10356,Reservoir,2,u,440000.0,1.0,2.0,10,2016,4199
10357,Reservoir,3,h,715000.0,2.0,2.0,10,2016,4199
10358,Reservoir,4,h,670000.0,2.0,2.0,04,2016,4199
10359,Reservoir,2,u,376000.0,1.0,1.0,04,2016,4199
10360,Reservoir,2,u,323000.0,1.0,1.0,04,2016,4199
10361,Reservoir,3,h,680000.0,1.0,4.0,04,2016,4199
10362,Reservoir,2,t,530000.0,1.0,1.0,04,2016,4199
10363,Reservoir,4,h,786000.0,3.0,1.0,04,2016,4199
10364,Reservoir,2,u,390000.0,1.0,1.0,04,2016,4199
10365,Reservoir,3,h,650000.0,1.0,2.0,04,2016,4199
10366,Reservoir,3,h,540000.0,1.0,2.0,04,2016,4199
10367,Reservoir,3,h,685000.0,1.0,1.0,07,2016,4199
10368,Reservoir,3,h,800000.0,2.0,3.0,07,2016,4199
10369,Reservoir,3,h,830000.0,1.0,2.0,07,2016,4199
10370,Reservoir,2,u,330000.0,1.0,1.0,07,2016,4199
10371,Reservoir,3,h,539000.0,1.0,1.0,07,2016,4199
10372,Reservoir,3,h,622500.0,1.0,1.0,09,2016,4199
10373,Reservoir,4,h,767500.0,2.0,2.0,09,2016,4199
10374,Reservoir,3,h,780000.0,1.0,2.0,09,2016,4199
10375,Reservoir,3,h,668000.0,2.0,1.0,09,2016,4199
10376,Reservoir,4,h,1215000.0,2.0,4.0,09,2016,4199
10377,Reservoir,3,h,1120000.0,1.0,2.0,03,2017,4199
10378,Reservoir,3,u,470000.0,1.0,2.0,03,2017,4199
10379,Reservoir,3,h,800000.0,1.0,1.0,03,2017,4199
10380,Reservoir,2,h,1700000.0,1.0,6.0,03,2017,4199
10381,Reservoir,3,h,655000.0,2.0,2.0,03,2017,4199
10382,Reservoir,3,h,885000.0,1.0,2.0,03,2017,4199
10383,Reservoir,2,h,510000.0,1.0,2.0,03,2017,4199
10384,Reservoir,2,u,440000.0,1.0,1.0,03,2017,4199
10385,Reservoir,3,h,703000.0,2.0,1.0,06,2016,4199
10386,Reservoir,2,u,424000.0,1.0,1.0,06,2016,4199
10387,Reservoir,4,h,750000.0,1.0,2.0,06,2016,4199
10388,Reservoir,3,h,613000.0,1.0,2.0,06,2016,4199
10389,Reservoir,3,h,779000.0,1.0,2.0,06,2016,4199
10390,Reservoir,2,t,425000.0,1.0,1.0,06,2016,4199
10391,Reservoir,5,h,791000.0,3.0,1.0,06,2016,4199
10392,Reservoir,3,h,475000.0,1.0,1.0,06,2016,4199
10393,Reservoir,3,h,950000.0,2.0,2.0,11,2016,4199
10394,Reservoir,2,u,352000.0,1.0,1.0,11,2016,4199
10395,Reservoir,4,h,730000.0,1.0,2.0,11,2016,4199
10396,Reservoir,2,h,791000.0,1.0,3.0,11,2016,4199
10397,Reservoir,3,h,905000.0,1.0,2.0,11,2016,4199
10398,Reservoir,2,u,480000.0,2.0,1.0,11,2016,4199
10399,Reservoir,3,h,767000.0,1.0,2.0,11,2016,4199
10400,Reservoir,3,h,871000.0,1.0,3.0,11,2016,4199
10401,Reservoir,3,u,450000.0,1.0,2.0,05,2016,4199
10402,Reservoir,3,h,921500.0,2.0,1.0,05,2016,4199
10403,Reservoir,2,t,490000.0,1.0,1.0,05,2016,4199
10404,Reservoir,3,h,787000.0,1.0,1.0,05,2016,4199
10405,Reservoir,2,u,300000.0,1.0,1.0,08,2016,4199
10406,Reservoir,2,u,335000.0,1.0,1.0,08,2016,4199
10407,Reservoir,3,h,670500.0,1.0,2.0,08,2016,4199
10408,Reservoir,5,h,1050000.0,2.0,1.0,08,2016,4199
10409,Reservoir,3,u,475000.0,1.0,2.0,08,2016,4199
10410,Reservoir,2,u,440000.0,1.0,1.0,08,2016,4199
10411,Reservoir,3,h,851500.0,1.0,1.0,08,2016,4199
10412,Reservoir,2,h,623500.0,1.0,0.0,08,2016,4199
10413,Reservoir,4,h,830000.0,1.0,4.0,08,2016,4199
10414,Reservoir,3,h,572000.0,1.0,2.0,04,2016,4199
10415,Reservoir,3,h,600000.0,2.0,2.0,04,2016,4199
10416,Reservoir,3,h,450000.0,2.0,2.0,04,2016,4199
10417,Reservoir,2,u,525000.0,1.0,2.0,04,2016,4199
10418,Reservoir,3,h,692500.0,2.0,2.0,04,2016,4199
10419,Reservoir,4,h,790000.0,2.0,2.0,04,2016,4199
10420,Reservoir,3,h,785000.0,1.0,1.0,09,2016,4199
10421,Reservoir,2,h,840000.0,1.0,1.0,09,2016,4199
10422,Reservoir,5,h,925000.0,3.0,4.0,09,2016,4199
10423,Reservoir,3,h,700000.0,1.0,1.0,09,2016,4199
10424,Reservoir,4,h,801000.0,1.0,2.0,09,2016,4199
10425,Reservoir,1,u,216000.0,1.0,1.0,09,2016,4199
10426,Reservoir,1,u,220000.0,1.0,1.0,09,2016,4199
10427,Reservoir,3,h,866000.0,1.0,2.0,09,2016,4199
10428,Reservoir,2,u,340000.0,1.0,1.0,09,2016,4199
