Suburb,Rooms,Type,Price,Postcode,Bathroom,Car,Landsize,Year,Month,Day,Crime Average
caulfield east,5,0,1335000.0,3145.0,2.0,1.0,521.0,2016,6,16,245.0
caulfield east,2,0,1000000.0,3145.0,1.0,1.0,472.0,2017,1,25,245.0
seaholme,3,0,860000.0,3018.0,2.0,2.0,537.0,2016,5,8,78.0
seaholme,5,0,1415000.0,3018.0,3.0,6.0,705.0,2016,8,17,78.0
seaholme,5,0,2000000.0,3018.0,3.0,4.0,697.0,2017,1,25,78.0
keilor park,3,0,720000.0,3042.0,1.0,1.0,696.0,2016,7,10,222.0
keilor park,2,2,380000.0,3042.0,1.0,1.0,161.0,2016,9,9,222.0
keilor park,4,0,843000.0,3042.0,2.0,1.0,697.0,2017,10,2,222.0
keilor park,3,1,501000.0,3042.0,1.0,1.0,255.0,2016,11,11,222.0
keilor park,4,0,820500.0,3042.0,2.0,7.0,754.0,2017,2,18,222.0
keilor park,3,0,722000.0,3042.0,1.0,1.0,695.0,2016,5,18,222.0
keilor park,4,2,746000.0,3042.0,3.0,1.0,308.0,2016,4,22,222.0
keilor park,3,0,685000.0,3042.0,2.0,2.0,260.0,2016,6,26,222.0
keilor park,3,1,455000.0,3042.0,1.0,1.0,166.0,2016,5,27,222.0
keilor park,4,2,600000.0,3042.0,2.0,1.0,231.0,2016,10,27,222.0
keilor park,3,0,575000.0,3042.0,1.0,1.0,338.0,2016,10,27,222.0
keilor park,3,0,566000.0,3042.0,2.0,2.0,554.0,2016,4,28,222.0
gardenvale,3,0,1250000.0,3185.0,2.0,2.0,236.0,2017,10,2,34.0
gardenvale,2,1,393000.0,3185.0,1.0,1.0,0.0,2016,4,14,34.0
gardenvale,2,1,440000.0,3185.0,1.0,1.0,0.0,2016,5,18,34.0
gardenvale,2,1,595000.0,3185.0,1.0,1.0,0.0,2016,10,19,34.0
gardenvale,4,0,2200000.0,3185.0,3.0,3.0,474.0,2016,7,28,34.0
princes hill,3,0,1700000.0,3054.0,1.0,2.0,341.0,2016,10,27,153.0
princes hill,4,0,1908000.0,3054.0,2.0,1.0,256.0,2016,4,28,153.0
aberfeldie,4,0,1330000.0,3040.0,2.0,2.0,273.0,2017,5,5,125.0
aberfeldie,3,0,1300000.0,3040.0,3.0,2.0,240.0,2017,7,4,125.0
aberfeldie,2,0,470000.0,3040.0,1.0,1.0,70.0,2017,7,4,125.0
aberfeldie,4,0,1740000.0,3040.0,2.0,2.0,746.0,2017,3,29,125.0
albert park,3,0,1700000.0,3206.0,1.0,1.0,178.0,2017,5,5,546.0
albert park,1,1,1100000.0,3206.0,1.0,1.0,0.0,2017,7,4,546.0
albert park,3,0,2155000.0,3206.0,2.0,0.0,130.0,2017,7,4,546.0
albert park,3,0,2115000.0,3206.0,2.0,0.0,140.0,2017,7,4,546.0
albert park,2,0,2810000.0,3206.0,1.0,1.0,263.0,2017,7,4,546.0
albert park,2,0,2130000.0,3206.0,1.0,1.0,236.0,2017,4,13,546.0
albert park,4,0,2950000.0,3206.0,1.0,0.0,306.0,2017,4,20,546.0
albert park,3,0,2150000.0,3206.0,1.0,1.0,163.0,2017,4,20,546.0
albert park,3,0,2035000.0,3206.0,1.0,1.0,185.0,2017,3,29,546.0
albert park,2,2,1500000.0,3206.0,1.0,1.0,115.0,2017,3,29,546.0
albert park,2,0,1190000.0,3206.0,1.0,0.0,111.0,2017,3,29,546.0
alphington,1,1,320000.0,3078.0,1.0,1.0,915.0,2017,5,5,185.0
alphington,3,2,1285000.0,3078.0,2.0,2.0,528.0,2017,4,13,185.0
alphington,4,0,1975000.0,3078.0,2.0,2.0,600.0,2017,4,20,185.0
alphington,1,1,316000.0,3078.0,1.0,1.0,0.0,2017,4,20,185.0
altona north,3,0,916000.0,3025.0,1.0,2.0,606.0,2017,4,20,920.0
altona north,3,0,750000.0,3025.0,1.0,2.0,534.0,2017,4,20,920.0
altona north,3,0,910000.0,3025.0,1.0,3.0,535.0,2017,3,29,920.0
armadale,2,0,1859000.0,3143.0,2.0,3.0,311.0,2017,5,5,507.0
armadale,2,2,1200000.0,3143.0,2.0,1.0,189.0,2017,5,5,507.0
armadale,2,1,480000.0,3143.0,1.0,1.0,0.0,2017,7,4,507.0
armadale,3,1,1635000.0,3143.0,2.0,2.0,1803.0,2017,4,20,507.0
armadale,2,0,1705000.0,3143.0,2.0,0.0,195.0,2017,4,20,507.0
armadale,3,2,1005000.0,3143.0,2.0,2.0,0.0,2017,3,22,507.0
armadale,2,1,852000.0,3143.0,1.0,1.0,869.0,2017,3,22,507.0
armadale,2,1,690000.0,3143.0,1.0,2.0,0.0,2017,3,22,507.0
armadale,3,1,2120000.0,3143.0,2.0,3.0,395.0,2017,3,29,507.0
armadale,1,1,405000.0,3143.0,1.0,0.0,0.0,2017,3,29,507.0
ascot vale,5,0,2100000.0,3032.0,3.0,3.0,468.0,2017,5,5,1111.0
ascot vale,3,0,1435000.0,3032.0,1.0,1.0,450.0,2017,7,4,1111.0
ascot vale,2,0,1020000.0,3032.0,1.0,1.0,226.0,2017,4,13,1111.0
ascot vale,3,0,1041000.0,3032.0,2.0,2.0,209.0,2017,4,13,1111.0
ascot vale,2,2,565000.0,3032.0,2.0,1.0,103.0,2017,4,13,1111.0
ascot vale,6,0,2250000.0,3032.0,3.0,2.0,1012.0,2017,4,13,1111.0
ascot vale,4,2,900000.0,3032.0,3.0,2.0,0.0,2017,4,13,1111.0
ascot vale,3,0,1490000.0,3032.0,2.0,1.0,542.0,2017,4,20,1111.0
ascot vale,3,0,1230000.0,3032.0,1.0,2.0,538.0,2017,4,20,1111.0
ascot vale,2,0,1050000.0,3032.0,1.0,0.0,341.0,2017,4,20,1111.0
ascot vale,2,0,1005000.0,3032.0,1.0,1.0,202.0,2017,3,29,1111.0
ascot vale,4,0,1316500.0,3032.0,3.0,2.0,230.0,2017,3,29,1111.0
ashwood,2,0,1495000.0,3147.0,1.0,2.0,803.0,2017,7,4,413.0
ashwood,4,0,1126000.0,3147.0,1.0,1.0,656.0,2017,7,4,413.0
ashwood,2,1,822000.0,3147.0,1.0,1.0,78.0,2017,7,4,413.0
ashwood,2,2,770000.0,3147.0,1.0,2.0,162.0,2017,7,4,413.0
ashwood,3,1,890000.0,3147.0,2.0,2.0,235.0,2017,4,20,413.0
avondale heights,3,1,765000.0,3034.0,2.0,1.0,292.0,2017,5,5,370.0
avondale heights,3,0,881000.0,3034.0,1.0,2.0,615.0,2017,7,4,370.0
avondale heights,4,0,850000.0,3034.0,1.0,2.0,697.0,2017,7,4,370.0
avondale heights,4,0,1300000.0,3034.0,3.0,2.0,656.0,2017,4,20,370.0
avondale heights,5,0,1250000.0,3034.0,2.0,2.0,889.0,2017,3,22,370.0
avondale heights,3,0,760000.0,3034.0,1.0,1.0,585.0,2017,3,22,370.0
avondale heights,4,0,1600000.0,3034.0,3.0,3.0,857.0,2017,3,29,370.0
balwyn north,2,0,1900000.0,3104.0,1.0,2.0,667.0,2017,7,4,514.0
balwyn north,3,0,1922000.0,3104.0,1.0,1.0,696.0,2017,7,4,514.0
balwyn north,4,0,2000000.0,3104.0,2.0,2.0,627.0,2017,4,13,514.0
balwyn north,3,1,700000.0,3104.0,1.0,1.0,350.0,2017,4,13,514.0
balwyn north,4,0,1890000.0,3104.0,3.0,2.0,636.0,2017,4,13,514.0
balwyn north,4,0,1630000.0,3104.0,2.0,1.0,677.0,2017,4,13,514.0
balwyn north,2,1,800000.0,3104.0,2.0,1.0,196.0,2017,4,20,514.0
balwyn north,3,0,1670000.0,3104.0,0.0,0.0,818.0,2017,3,29,514.0
balwyn north,4,0,1725000.0,3104.0,3.0,2.0,627.0,2017,3,29,514.0
bellfield,3,0,1110000.0,3081.0,1.0,2.0,730.0,2017,5,5,139.0
bellfield,3,0,894000.0,3081.0,2.0,3.0,601.0,2017,7,4,139.0
bentleigh,2,0,1402000.0,3204.0,1.0,4.0,616.0,2017,5,5,704.0
bentleigh,3,0,1500000.0,3204.0,1.0,2.0,657.0,2017,5,5,704.0
bentleigh,2,0,1100000.0,3204.0,1.0,3.0,579.0,2017,7,4,704.0
bentleigh,6,0,2000000.0,3204.0,2.0,2.0,702.0,2017,7,4,704.0
bentleigh,2,1,710000.0,3204.0,1.0,3.0,225.0,2017,7,4,704.0
bentleigh,2,2,620000.0,3204.0,2.0,1.0,0.0,2017,7,4,704.0
bentleigh,4,2,1105000.0,3204.0,2.0,1.0,207.0,2017,4,13,704.0
bentleigh,3,2,1303000.0,3204.0,2.0,2.0,334.0,2017,4,13,704.0
bentleigh,3,2,1375000.0,3204.0,3.0,2.0,338.0,2017,4,20,704.0
bentleigh,4,2,1300000.0,3204.0,2.0,2.0,352.0,2017,4,20,704.0
bentleigh,3,0,1286000.0,3204.0,1.0,2.0,614.0,2017,4,20,704.0
bentleigh,4,0,1920000.0,3204.0,2.0,2.0,650.0,2017,4,20,704.0
bentleigh,3,0,1968500.0,3204.0,2.0,2.0,674.0,2017,4,20,704.0
bentleigh,3,1,845000.0,3204.0,1.0,2.0,242.0,2017,3,22,704.0
bentleigh,4,0,1107000.0,3204.0,2.0,2.0,478.0,2017,3,22,704.0
bentleigh,3,1,641500.0,3204.0,1.0,1.0,681.0,2017,3,22,704.0
bentleigh,2,1,725000.0,3204.0,1.0,1.0,0.0,2017,3,29,704.0
bentleigh east,4,0,1515000.0,3165.0,3.0,2.0,635.0,2017,5,5,812.0
bentleigh east,3,0,986000.0,3165.0,1.0,3.0,337.0,2017,7,4,812.0
bentleigh east,3,0,830000.0,3165.0,1.0,2.0,290.0,2017,4,13,812.0
bentleigh east,3,2,767000.0,3165.0,1.0,2.0,162.0,2017,4,13,812.0
bentleigh east,4,0,1860000.0,3165.0,3.0,2.0,620.0,2017,4,13,812.0
bentleigh east,3,2,1200000.0,3165.0,2.0,2.0,369.0,2017,4,13,812.0
bentleigh east,3,0,1175000.0,3165.0,1.0,2.0,625.0,2017,4,20,812.0
bentleigh east,3,2,1225000.0,3165.0,2.0,2.0,372.0,2017,4,20,812.0
bentleigh east,3,2,1055000.0,3165.0,2.0,2.0,301.0,2017,4,20,812.0
bentleigh east,5,0,1351000.0,3165.0,2.0,2.0,652.0,2017,4,20,812.0
bentleigh east,2,0,1962000.0,3165.0,1.0,2.0,848.0,2017,4,20,812.0
bentleigh east,3,0,810000.0,3165.0,1.0,1.0,294.0,2017,4,20,812.0
bentleigh east,3,2,850000.0,3165.0,2.0,2.0,321.0,2017,4,20,812.0
bentleigh east,2,1,535000.0,3165.0,1.0,1.0,1026.0,2017,3,29,812.0
bentleigh east,3,0,1640000.0,3165.0,1.0,2.0,733.0,2017,3,29,812.0
bentleigh east,3,1,809000.0,3165.0,1.0,1.0,289.0,2017,3,29,812.0
bentleigh east,3,0,1510000.0,3165.0,1.0,2.0,689.0,2017,3,29,812.0
bentleigh east,4,0,1292000.0,3165.0,1.0,2.0,587.0,2017,3,29,812.0
bentleigh east,3,0,1165000.0,3165.0,1.0,2.0,589.0,2017,3,29,812.0
bentleigh east,3,0,959000.0,3165.0,2.0,2.0,557.0,2017,3,29,812.0
bentleigh east,3,0,1251000.0,3165.0,1.0,1.0,612.0,2017,3,29,812.0
bentleigh east,3,0,1205000.0,3165.0,3.0,2.0,604.0,2017,3,29,812.0
box hill,2,1,780000.0,3128.0,1.0,1.0,171.0,2017,5,5,1032.0
box hill,2,1,572000.0,3128.0,1.0,1.0,0.0,2017,4,13,1032.0
box hill,3,0,910000.0,3128.0,1.0,2.0,414.0,2017,4,13,1032.0
box hill,3,0,1760000.0,3128.0,1.0,2.0,689.0,2017,4,20,1032.0
box hill,5,0,1726000.0,3128.0,2.0,2.0,631.0,2017,4,20,1032.0
box hill,2,2,990000.0,3128.0,1.0,1.0,257.0,2017,4,20,1032.0
box hill,2,1,646500.0,3128.0,1.0,1.0,156.0,2017,3,22,1032.0
box hill,3,0,2080000.0,3128.0,2.0,2.0,693.0,2017,3,22,1032.0
braybrook,2,0,610000.0,3019.0,1.0,2.0,555.0,2017,5,5,991.0
braybrook,3,0,925000.0,3019.0,1.0,2.0,597.0,2017,7,4,991.0
braybrook,2,0,760000.0,3019.0,1.0,1.0,604.0,2017,7,4,991.0
braybrook,3,0,771000.0,3019.0,1.0,0.0,556.0,2017,4,20,991.0
braybrook,3,2,441700.0,3019.0,2.0,1.0,145.0,2017,3,22,991.0
braybrook,4,0,1000000.0,3019.0,3.0,2.0,475.0,2017,3,22,991.0
braybrook,3,0,730000.0,3019.0,1.0,3.0,586.0,2017,3,29,991.0
brighton,3,0,2575000.0,3186.0,2.0,2.0,517.0,2017,7,4,1032.0
brighton,4,2,2900000.0,3186.0,4.0,2.0,473.0,2017,7,4,1032.0
brighton,5,0,5800000.0,3186.0,4.0,4.0,1276.0,2017,7,4,1032.0
brighton,3,0,2140000.0,3186.0,2.0,2.0,393.0,2017,7,4,1032.0
brighton,3,0,2225000.0,3186.0,2.0,2.0,0.0,2017,7,4,1032.0
brighton,2,2,975000.0,3186.0,1.0,1.0,444.0,2017,7,4,1032.0
brighton,4,0,4225000.0,3186.0,2.0,2.0,920.0,2017,7,4,1032.0
brighton,3,2,2100000.0,3186.0,2.0,4.0,0.0,2017,7,4,1032.0
brighton,3,1,1392000.0,3186.0,2.0,1.0,188.0,2017,4,13,1032.0
brighton,3,0,2445000.0,3186.0,3.0,2.0,440.0,2017,4,13,1032.0
brighton,2,1,520000.0,3186.0,1.0,1.0,1647.0,2017,4,13,1032.0
brighton,4,0,2000000.0,3186.0,2.0,2.0,286.0,2017,4,13,1032.0
brighton,2,0,1350000.0,3186.0,1.0,1.0,873.0,2017,4,13,1032.0
brighton,3,0,1900000.0,3186.0,2.0,3.0,503.0,2017,4,20,1032.0
brighton,2,1,1002500.0,3186.0,1.0,1.0,118.0,2017,4,20,1032.0
brighton,4,0,2415000.0,3186.0,3.0,2.0,402.0,2017,4,20,1032.0
brighton,2,2,1055000.0,3186.0,1.0,2.0,211.0,2017,4,20,1032.0
brighton,3,2,1990000.0,3186.0,2.0,2.0,0.0,2017,3,22,1032.0
brighton,3,0,3025000.0,3186.0,2.0,4.0,649.0,2017,3,22,1032.0
brighton,3,0,1502000.0,3186.0,1.0,1.0,431.0,2017,3,22,1032.0
brighton,3,1,1221000.0,3186.0,2.0,2.0,0.0,2017,3,22,1032.0
brighton,4,0,2550000.0,3186.0,3.0,2.0,263.0,2017,3,29,1032.0
brighton,2,2,1470000.0,3186.0,1.0,1.0,238.0,2017,3,29,1032.0
brighton east,3,1,725000.0,3187.0,1.0,1.0,137.0,2017,7,4,443.0
brighton east,5,0,2140000.0,3187.0,2.0,2.0,780.0,2017,4,13,443.0
brighton east,4,0,1630000.0,3187.0,2.0,1.0,596.0,2017,4,13,443.0
brighton east,2,1,910000.0,3187.0,1.0,3.0,238.0,2017,4,13,443.0
brighton east,3,0,1975000.0,3187.0,1.0,2.0,688.0,2017,4,13,443.0
brighton east,3,0,1635000.0,3187.0,1.0,1.0,597.0,2017,4,13,443.0
brighton east,8,0,1880000.0,3187.0,3.0,3.0,614.0,2017,4,13,443.0
brighton east,3,0,1743000.0,3187.0,1.0,2.0,590.0,2017,4,13,443.0
brighton east,3,0,2291000.0,3187.0,2.0,2.0,530.0,2017,4,20,443.0
brighton east,3,0,1270000.0,3187.0,1.0,3.0,724.0,2017,4,20,443.0
brighton east,3,0,1400000.0,3187.0,1.0,2.0,677.0,2017,4,20,443.0
brighton east,3,0,1640000.0,3187.0,1.0,1.0,590.0,2017,3,22,443.0
brighton east,4,2,1700000.0,3187.0,3.0,2.0,312.0,2017,3,29,443.0
brighton east,5,0,1900000.0,3187.0,3.0,2.0,583.0,2017,3,29,443.0
brighton east,3,2,972000.0,3187.0,2.0,1.0,119.0,2017,3,29,443.0
brunswick,3,0,1652000.0,3056.0,1.0,2.0,506.0,2017,5,5,2439.0
brunswick,2,1,735000.0,3056.0,1.0,2.0,173.0,2017,5,5,2439.0
brunswick,3,0,1210000.0,3056.0,1.0,0.0,282.0,2017,5,5,2439.0
brunswick,1,0,412000.0,3056.0,1.0,1.0,85.0,2017,7,4,2439.0
brunswick,1,1,528000.0,3056.0,1.0,1.0,0.0,2017,7,4,2439.0
brunswick,3,0,1115000.0,3056.0,1.0,1.0,249.0,2017,7,4,2439.0
brunswick,3,0,1300000.0,3056.0,2.0,3.0,299.0,2017,7,4,2439.0
brunswick,2,1,320000.0,3056.0,1.0,1.0,638.0,2017,7,4,2439.0
brunswick,4,0,1500000.0,3056.0,2.0,1.0,459.0,2017,7,4,2439.0
brunswick,3,0,1260000.0,3056.0,2.0,1.0,192.0,2017,7,4,2439.0
brunswick,4,0,1210000.0,3056.0,2.0,1.0,373.0,2017,7,4,2439.0
brunswick,3,0,1200000.0,3056.0,1.0,1.0,318.0,2017,7,4,2439.0
brunswick,1,1,315000.0,3056.0,1.0,1.0,1403.0,2017,7,4,2439.0
brunswick,2,0,830000.0,3056.0,1.0,1.0,153.0,2017,4,13,2439.0
brunswick,4,0,1385000.0,3056.0,2.0,4.0,650.0,2017,4,13,2439.0
brunswick,3,2,981000.0,3056.0,2.0,1.0,122.0,2017,4,13,2439.0
brunswick,1,1,418000.0,3056.0,1.0,1.0,0.0,2017,4,13,2439.0
brunswick,2,1,585000.0,3056.0,1.0,1.0,430.0,2017,4,20,2439.0
brunswick,4,0,1900000.0,3056.0,3.0,2.0,0.0,2017,4,20,2439.0
brunswick,3,0,1450000.0,3056.0,1.0,2.0,304.0,2017,4,20,2439.0
brunswick,1,0,1200000.0,3056.0,1.0,0.0,225.0,2017,3,22,2439.0
brunswick,2,2,600000.0,3056.0,1.0,1.0,109.0,2017,3,22,2439.0
brunswick,3,0,1075000.0,3056.0,1.0,0.0,222.0,2017,3,22,2439.0
brunswick,2,0,884000.0,3056.0,1.0,0.0,148.0,2017,3,22,2439.0
brunswick,3,0,957000.0,3056.0,1.0,2.0,80.0,2017,3,22,2439.0
brunswick,2,1,480000.0,3056.0,1.0,1.0,557.0,2017,3,22,2439.0
brunswick,4,0,1650000.0,3056.0,2.0,4.0,670.0,2017,3,29,2439.0
brunswick,3,0,1440000.0,3056.0,1.0,1.0,408.0,2017,3,29,2439.0
brunswick,2,0,955000.0,3056.0,1.0,0.0,1328.0,2017,3,29,2439.0
brunswick east,4,0,1310000.0,3057.0,1.0,2.0,449.0,2017,7,4,791.0
brunswick east,2,0,1283000.0,3057.0,1.0,1.0,263.0,2017,4,13,791.0
brunswick east,2,0,1025000.0,3057.0,1.0,0.0,121.0,2017,4,13,791.0
brunswick east,2,0,1015000.0,3057.0,1.0,0.0,137.0,2017,4,13,791.0
brunswick east,2,1,500000.0,3057.0,1.0,1.0,1556.0,2017,4,13,791.0
brunswick east,2,1,550000.0,3057.0,1.0,1.0,1611.0,2017,4,13,791.0
brunswick east,2,1,460000.0,3057.0,1.0,1.0,0.0,2017,4,13,791.0
brunswick east,1,0,1185000.0,3057.0,1.0,0.0,365.0,2017,4,13,791.0
brunswick east,2,1,435000.0,3057.0,1.0,1.0,0.0,2017,4,13,791.0
brunswick east,2,2,690000.0,3057.0,1.0,1.0,3886.0,2017,4,20,791.0
brunswick east,1,1,385000.0,3057.0,1.0,1.0,0.0,2017,4,20,791.0
brunswick east,2,1,632000.0,3057.0,1.0,2.0,65.0,2017,4,20,791.0
brunswick east,2,1,835000.0,3057.0,1.0,2.0,0.0,2017,4,20,791.0
brunswick east,3,0,1500000.0,3057.0,1.0,3.0,446.0,2017,3,22,791.0
brunswick west,2,1,407500.0,3055.0,1.0,1.0,1097.0,2017,5,5,799.0
brunswick west,3,2,670000.0,3055.0,1.0,2.0,176.0,2017,5,5,799.0
brunswick west,2,0,825000.0,3055.0,1.0,0.0,207.0,2017,5,5,799.0
brunswick west,3,0,645000.0,3055.0,3.0,1.0,131.0,2017,5,5,799.0
brunswick west,3,0,1222000.0,3055.0,1.0,1.0,380.0,2017,7,4,799.0
brunswick west,3,0,1060000.0,3055.0,1.0,2.0,465.0,2017,4,13,799.0
brunswick west,3,0,1220000.0,3055.0,1.0,1.0,335.0,2017,4,13,799.0
brunswick west,3,0,1097000.0,3055.0,1.0,1.0,372.0,2017,4,13,799.0
brunswick west,3,0,1100000.0,3055.0,2.0,1.0,169.0,2017,4,13,799.0
brunswick west,3,0,1270000.0,3055.0,1.0,1.0,526.0,2017,4,20,799.0
brunswick west,3,2,670000.0,3055.0,1.0,2.0,109.0,2017,4,20,799.0
brunswick west,2,1,640000.0,3055.0,1.0,1.0,559.0,2017,4,20,799.0
brunswick west,3,0,1200000.0,3055.0,1.0,2.0,683.0,2017,3,29,799.0
brunswick west,2,0,545000.0,3055.0,1.0,1.0,0.0,2017,3,29,799.0
brunswick west,4,0,1205000.0,3055.0,2.0,2.0,518.0,2017,3,29,799.0
bulleen,3,1,860000.0,3105.0,1.0,1.0,0.0,2017,5,5,343.0
bulleen,2,2,599900.0,3105.0,1.0,2.0,135.0,2017,5,5,343.0
bulleen,4,0,1540000.0,3105.0,2.0,2.0,780.0,2017,5,5,343.0
bulleen,4,2,910000.0,3105.0,2.0,2.0,190.0,2017,5,5,343.0
bulleen,3,0,1100000.0,3105.0,2.0,3.0,709.0,2017,7,4,343.0
bulleen,5,0,1730000.0,3105.0,4.0,4.0,564.0,2017,4,13,343.0
bulleen,5,0,760000.0,3105.0,2.0,2.0,411.0,2017,4,20,343.0
bulleen,3,0,794000.0,3105.0,1.0,0.0,353.0,2017,4,20,343.0
bulleen,3,0,1360000.0,3105.0,2.0,2.0,746.0,2017,4,20,343.0
bulleen,4,0,1207000.0,3105.0,1.0,2.0,607.0,2017,3,22,343.0
burwood,6,0,1591000.0,3125.0,2.0,2.0,665.0,2017,5,5,106.0
burwood,2,1,580000.0,3125.0,1.0,1.0,153.0,2017,5,5,106.0
burwood,2,1,605000.0,3125.0,1.0,1.0,81.0,2017,5,5,106.0
burwood,3,2,975000.0,3125.0,2.0,2.0,267.0,2017,7,4,106.0
burwood,3,0,1465500.0,3125.0,2.0,3.0,620.0,2017,7,4,106.0
burwood,2,0,870000.0,3125.0,1.0,1.0,271.0,2017,4,13,106.0
burwood,3,0,1385000.0,3125.0,2.0,4.0,697.0,2017,4,13,106.0
burwood,2,0,1815000.0,3125.0,1.0,1.0,698.0,2017,4,20,106.0
burwood,3,0,1590000.0,3125.0,2.0,4.0,862.0,2017,4,20,106.0
burwood,4,1,813000.0,3125.0,1.0,2.0,360.0,2017,4,20,106.0
burwood,4,0,1601000.0,3125.0,2.0,1.0,863.0,2017,3,29,106.0
burwood,5,0,1225000.0,3125.0,1.0,2.0,633.0,2017,3,29,106.0
camberwell,3,0,1930000.0,3124.0,1.0,2.0,643.0,2017,5,5,929.0
camberwell,3,0,2570000.0,3124.0,2.0,1.0,766.0,2017,5,5,929.0
camberwell,4,0,2216000.0,3124.0,2.0,0.0,670.0,2017,7,4,929.0
camberwell,4,0,2110000.0,3124.0,1.0,3.0,572.0,2017,7,4,929.0
camberwell,2,0,855000.0,3124.0,1.0,2.0,239.0,2017,7,4,929.0
camberwell,2,1,771000.0,3124.0,1.0,1.0,512.0,2017,7,4,929.0
camberwell,4,0,2513000.0,3124.0,2.0,3.0,696.0,2017,4,13,929.0
camberwell,2,0,1900000.0,3124.0,1.0,3.0,633.0,2017,4,13,929.0
camberwell,3,0,1620000.0,3124.0,2.0,2.0,575.0,2017,4,13,929.0
camberwell,4,0,3550000.0,3124.0,2.0,1.0,790.0,2017,4,13,929.0
camberwell,4,0,1980000.0,3124.0,3.0,2.0,728.0,2017,4,13,929.0
camberwell,3,0,1861000.0,3124.0,2.0,2.0,324.0,2017,4,13,929.0
camberwell,2,0,1402000.0,3124.0,1.0,0.0,429.0,2017,4,13,929.0
camberwell,3,0,1905000.0,3124.0,1.0,2.0,400.0,2017,4,20,929.0
camberwell,4,0,5020000.0,3124.0,4.0,3.0,892.0,2017,4,20,929.0
camberwell,4,0,2990000.0,3124.0,2.0,2.0,742.0,2017,4,20,929.0
camberwell,4,0,1855000.0,3124.0,1.0,1.0,500.0,2017,4,20,929.0
camberwell,4,0,1500000.0,3124.0,2.0,2.0,468.0,2017,3,22,929.0
camberwell,3,1,835000.0,3124.0,1.0,1.0,112.0,2017,3,29,929.0
canterbury,5,0,3115000.0,3126.0,3.0,0.0,715.0,2017,7,4,209.0
canterbury,2,1,913000.0,3126.0,1.0,1.0,0.0,2017,7,4,209.0
canterbury,4,0,2510000.0,3126.0,3.0,2.0,789.0,2017,4,13,209.0
canterbury,5,0,8000000.0,3126.0,5.0,4.0,2079.0,2017,4,13,209.0
canterbury,3,2,1775000.0,3126.0,2.0,2.0,410.0,2017,4,13,209.0
canterbury,3,0,3725000.0,3126.0,2.0,2.0,857.0,2017,4,13,209.0
carlton north,4,0,3450000.0,3054.0,2.0,1.0,515.0,2017,4,13,22.0
carlton north,2,0,1290000.0,3054.0,1.0,0.0,119.0,2017,4,13,22.0
carlton north,3,0,1614500.0,3054.0,1.0,0.0,167.0,2017,4,20,22.0
carlton north,4,0,1550000.0,3054.0,1.0,0.0,202.0,2017,4,20,22.0
carlton north,1,1,595000.0,3054.0,1.0,0.0,0.0,2017,4,20,22.0
carlton north,3,0,1300000.0,3054.0,1.0,0.0,223.0,2017,3,22,22.0
carlton north,5,0,2450000.0,3054.0,3.0,2.0,268.0,2017,3,29,22.0
carnegie,4,2,1201000.0,3163.0,2.0,2.0,273.0,2017,5,5,677.0
carnegie,2,1,635000.0,3163.0,1.0,1.0,0.0,2017,5,5,677.0
carnegie,2,0,1424000.0,3163.0,1.0,1.0,575.0,2017,7,4,677.0
carnegie,1,1,285000.0,3163.0,1.0,1.0,0.0,2017,7,4,677.0
carnegie,1,1,305000.0,3163.0,1.0,1.0,0.0,2017,7,4,677.0
carnegie,3,1,1105000.0,3163.0,2.0,2.0,271.0,2017,4,13,677.0
carnegie,3,0,1200000.0,3163.0,2.0,2.0,515.0,2017,4,13,677.0
carnegie,3,1,945000.0,3163.0,1.0,2.0,1103.0,2017,4,20,677.0
carnegie,2,1,603000.0,3163.0,1.0,1.0,2.0,2017,4,20,677.0
carnegie,3,0,1390000.0,3163.0,2.0,2.0,585.0,2017,4,20,677.0
carnegie,4,0,1667000.0,3163.0,2.0,2.0,615.0,2017,4,20,677.0
carnegie,1,1,330000.0,3163.0,1.0,1.0,0.0,2017,3,22,677.0
carnegie,3,1,577000.0,3163.0,1.0,1.0,0.0,2017,3,29,677.0
caulfield,2,1,535000.0,3162.0,1.0,1.0,0.0,2017,5,5,296.0
caulfield north,1,1,305000.0,3161.0,1.0,1.0,750.0,2017,7,4,546.0
caulfield north,2,1,550000.0,3161.0,1.0,1.0,0.0,2017,7,4,546.0
caulfield north,2,1,655000.0,3161.0,1.0,1.0,0.0,2017,4,13,546.0
caulfield north,4,0,1300000.0,3161.0,1.0,1.0,443.0,2017,4,20,546.0
caulfield north,4,0,1700000.0,3161.0,2.0,2.0,644.0,2017,4,20,546.0
caulfield north,2,1,575000.0,3161.0,1.0,1.0,0.0,2017,4,20,546.0
caulfield north,2,1,742500.0,3161.0,2.0,1.0,0.0,2017,3,29,546.0
caulfield south,3,2,1000000.0,3162.0,2.0,2.0,265.0,2017,4,13,381.0
caulfield south,2,0,1104000.0,3162.0,1.0,1.0,534.0,2017,4,13,381.0
caulfield south,2,1,630000.0,3162.0,1.0,1.0,0.0,2017,4,20,381.0
caulfield south,3,0,1350000.0,3162.0,2.0,1.0,305.0,2017,4,20,381.0
caulfield south,2,0,997000.0,3162.0,1.0,2.0,311.0,2017,3,29,381.0
caulfield south,2,1,490000.0,3162.0,1.0,1.0,0.0,2017,3,29,381.0
chadstone,3,1,701000.0,3148.0,2.0,2.0,235.0,2017,7,4,591.0
