,suburb,rooms,type,price,bathroom,car,month,year,average_incidents
12676,Thornbury,4,h,2070000.0,3.0,2.0,07,2017,2484
12677,Thornbury,2,u,493000.0,1.0,1.0,06,2017,2484
12678,Thornbury,3,h,1240000.0,1.0,1.0,06,2017,2484
12679,Thornbury,2,h,1010000.0,1.0,0.0,06,2017,2484
12680,Thornbury,4,h,1626000.0,1.0,2.0,06,2017,2484
12681,Thornbury,2,t,756000.0,1.0,1.0,06,2017,2484
12682,Thornbury,2,h,1205500.0,1.0,1.0,06,2017,2484
12683,Thornbury,3,h,1031000.0,1.0,2.0,06,2017,2484
12684,Thornbury,3,h,1250000.0,1.0,2.0,06,2017,2484
12685,Thornbury,2,h,1460000.0,1.0,2.0,06,2017,2484
12686,Thornbury,2,h,1000000.0,1.0,2.0,06,2017,2484
12687,Thornbury,3,h,1420000.0,1.0,2.0,06,2017,2484
12688,Thornbury,2,u,745000.0,1.0,1.0,05,2017,2484
12689,Thornbury,3,h,1225000.0,1.0,0.0,05,2017,2484
12690,Thornbury,4,h,1400000.0,2.0,0.0,05,2017,2484
12691,Thornbury,1,u,415000.0,1.0,1.0,07,2017,2484
12692,Thornbury,2,h,905000.0,1.0,0.0,07,2017,2484
12693,Thornbury,3,h,1236000.0,1.0,1.0,07,2017,2484
12694,Thornbury,1,u,328000.0,1.0,1.0,07,2017,2484
12695,Thornbury,3,h,1110000.0,1.0,0.0,07,2017,2484
12696,Thornbury,3,h,1000000.0,2.0,2.0,07,2017,2484
12697,Thornbury,3,h,891000.0,2.0,2.0,07,2017,2484
12698,Thornbury,3,h,1530000.0,1.0,2.0,09,2017,2484
12699,Thornbury,3,h,1375000.0,2.0,3.0,09,2017,2484
12700,Thornbury,3,t,900000.0,2.0,2.0,09,2017,2484
12701,Thornbury,2,h,800000.0,1.0,1.0,09,2017,2484
12702,Thornbury,4,h,1530000.0,2.0,3.0,09,2017,2484
12703,Thornbury,2,h,1545000.0,1.0,2.0,09,2017,2484
12704,Thornbury,2,h,760000.0,1.0,1.0,09,2017,2484
12705,Thornbury,4,h,1605000.0,2.0,2.0,09,2017,2484
12706,Thornbury,3,h,1300000.0,1.0,2.0,09,2017,2484
12707,Thornbury,2,h,1200000.0,1.0,1.0,08,2017,2484
12708,Thornbury,1,u,351000.0,1.0,1.0,08,2017,2484
12709,Thornbury,2,u,650000.0,1.0,1.0,09,2017,2484
12710,Thornbury,2,u,540000.0,1.0,1.0,09,2017,2484
12711,Thornbury,4,h,1600000.0,2.0,3.0,09,2017,2484
12712,Thornbury,2,h,1150000.0,1.0,1.0,09,2017,2484
12713,Thornbury,3,h,1450000.0,1.0,1.0,08,2017,2484
12714,Thornbury,1,u,428000.0,1.0,1.0,08,2017,2484
12715,Thornbury,4,t,1257000.0,2.0,2.0,08,2017,2484
12716,Thornbury,3,h,1271000.0,1.0,2.0,08,2017,2484
12717,Thornbury,3,h,1500000.0,1.0,6.0,10,2017,2484
12718,Thornbury,3,t,710000.0,2.0,2.0,10,2017,2484
12719,Thornbury,3,h,1370000.0,1.0,1.0,10,2017,2484
12720,Thornbury,2,t,885000.0,2.0,1.0,10,2017,2484
12721,Thornbury,2,h,1105000.0,2.0,1.0,10,2017,2484
12722,Thornbury,2,t,750000.0,2.0,1.0,10,2017,2484
12723,Thornbury,2,t,750000.0,2.0,2.0,10,2017,2484
12724,Thornbury,2,h,1025000.0,1.0,2.0,10,2017,2484
12725,Thornbury,3,h,1215000.0,1.0,2.0,10,2017,2484
12726,Thornbury,4,h,1516000.0,2.0,2.0,10,2017,2484
12727,Thornbury,2,h,1170000.0,1.0,3.0,10,2017,2484
12728,Thornbury,2,t,785000.0,1.0,2.0,10,2017,2484
12729,Thornbury,3,h,860000.0,1.0,2.0,10,2017,2484
12730,Thornbury,2,h,972000.0,1.0,1.0,10,2017,2484
12731,Thornbury,4,h,1400000.0,2.0,5.0,11,2017,2484
12732,Thornbury,3,t,810000.0,2.0,2.0,11,2017,2484
12733,Thornbury,3,h,1720000.0,1.0,6.0,11,2017,2484
12734,Thornbury,3,h,1180000.0,1.0,1.0,11,2017,2484
12735,Thornbury,2,h,1260000.0,1.0,2.0,11,2017,2484
12736,Thornbury,2,h,830000.0,1.0,1.0,11,2017,2484
12737,Thornbury,3,t,915000.0,2.0,2.0,11,2017,2484
12738,Thornbury,4,h,1965000.0,2.0,2.0,01,2018,2484
12739,Thornbury,3,h,920000.0,1.0,0.0,01,2018,2484
12740,Thornbury,3,t,950500.0,2.0,2.0,01,2018,2484
12741,Thornbury,3,h,1455000.0,1.0,1.0,01,2018,2484
12742,Thornbury,2,h,1250000.0,1.0,1.0,12,2017,2484
12743,Thornbury,2,h,1234500.0,1.0,1.0,12,2017,2484
12744,Thornbury,3,h,1211000.0,2.0,2.0,12,2017,2484
12745,Thornbury,2,t,585000.0,1.0,1.0,02,2018,2484
12746,Thornbury,4,h,1850000.0,1.0,4.0,02,2018,2484
12747,Thornbury,3,h,1430000.0,2.0,2.0,03,2018,2484
12748,Thornbury,3,h,990000.0,1.0,1.0,03,2018,2484
12749,Thornbury,3,h,1140000.0,1.0,1.0,03,2018,2484
12750,Thornbury,3,h,1405000.0,2.0,2.0,03,2018,2484
12751,Thornbury,3,h,1192000.0,1.0,2.0,03,2018,2484
12752,Thornbury,3,h,1200000.0,2.0,1.0,02,2018,2484
12753,Thornbury,4,h,1400000.0,3.0,2.0,02,2018,2484
12754,Thornbury,2,h,903000.0,1.0,1.0,02,2018,2484
12755,Thornbury,3,h,1530000.0,1.0,2.0,03,2018,2484
12756,Thornbury,3,t,735000.0,2.0,2.0,03,2018,2484
12757,Thornbury,3,h,1190000.0,1.0,1.0,03,2018,2484
12758,Thornbury,2,h,816000.0,1.0,2.0,03,2018,2484
12759,Thornbury,3,h,1185000.0,2.0,2.0,03,2018,2484
12760,Thornbury,3,t,1400000.0,2.0,2.0,02,2018,2484
12761,Thornbury,3,h,1200000.0,1.0,1.0,02,2018,2484
12762,Thornbury,3,h,1605500.0,2.0,2.0,02,2018,2484
12763,Thornbury,3,h,1000000.0,1.0,1.0,02,2018,2484
12764,Toorak,3,h,1435000.0,1.0,0.0,12,2016,1476
12765,Toorak,4,h,5500000.0,3.0,2.0,12,2016,1476
12766,Toorak,1,u,546000.0,1.0,1.0,12,2016,1476
12767,Toorak,3,h,1635000.0,1.0,2.0,12,2016,1476
12768,Toorak,2,u,876000.0,1.0,1.0,03,2017,1476
12769,Toorak,2,u,620000.0,1.0,1.0,03,2017,1476
12770,Toorak,4,h,5500000.0,4.0,5.0,03,2017,1476
12771,Toorak,2,h,1300000.0,1.0,0.0,03,2017,1476
12772,Toorak,3,h,1689000.0,1.0,0.0,03,2017,1476
12773,Toorak,2,u,517500.0,1.0,1.0,03,2017,1476
12774,Toorak,3,u,1100000.0,2.0,1.0,03,2017,1476
12775,Toorak,1,u,430000.0,1.0,1.0,06,2016,1476
12776,Toorak,2,u,701500.0,1.0,1.0,06,2016,1476
12777,Toorak,2,u,925000.0,2.0,2.0,08,2016,1476
12778,Toorak,2,u,450000.0,1.0,1.0,08,2016,1476
12779,Toorak,1,u,349000.0,1.0,1.0,05,2016,1476
12780,Toorak,2,u,838000.0,1.0,1.0,11,2016,1476
12781,Toorak,2,u,380000.0,1.0,1.0,11,2016,1476
12782,Toorak,1,u,462800.0,1.0,1.0,10,2016,1476
12783,Toorak,2,u,1450000.0,2.0,2.0,10,2016,1476
12784,Toorak,4,h,4000000.0,2.0,2.0,09,2016,1476
12785,Toorak,3,u,1635000.0,1.0,0.0,09,2016,1476
12786,Toorak,3,t,2400000.0,3.0,2.0,09,2016,1476
12787,Toorak,1,u,345000.0,1.0,1.0,09,2016,1476
12788,Toorak,3,t,2650000.0,3.0,2.0,09,2016,1476
12789,Toorak,3,h,2820000.0,2.0,2.0,12,2016,1476
12790,Toorak,2,u,810000.0,2.0,2.0,12,2016,1476
12791,Toorak,3,h,2840000.0,2.0,4.0,03,2017,1476
12792,Toorak,3,t,2700000.0,2.0,2.0,06,2016,1476
12793,Toorak,1,u,515501.0,1.0,1.0,11,2016,1476
12794,Toorak,1,u,611000.0,1.0,1.0,11,2016,1476
12795,Toorak,4,h,4000000.0,4.0,4.0,08,2016,1476
12796,Toorak,1,u,405000.0,1.0,1.0,05,2016,1476
12797,Toorak,3,h,6250000.0,3.0,2.0,10,2016,1476
12798,Toorak,4,h,4500000.0,3.0,2.0,10,2016,1476
12799,Toorak,4,h,2025000.0,2.0,2.0,10,2016,1476
12800,Toorak,1,u,541000.0,1.0,1.0,10,2016,1476
12801,Toorak,3,t,1550000.0,2.0,2.0,10,2016,1476
12802,Toorak,3,u,2205000.0,2.0,2.0,10,2016,1476
12803,Toorak,2,u,1100000.0,2.0,2.0,10,2016,1476
12804,Toorak,2,u,490000.0,1.0,1.0,10,2016,1476
12805,Toorak,3,h,1300000.0,1.0,1.0,04,2016,1476
12806,Toorak,3,t,2050000.0,2.0,2.0,09,2016,1476
12807,Toorak,5,h,2170000.0,1.0,0.0,09,2016,1476
12808,Toorak,3,u,950000.0,1.0,1.0,03,2017,1476
12809,Toorak,2,u,531000.0,1.0,1.0,03,2017,1476
12810,Toorak,2,u,575000.0,1.0,1.0,06,2016,1476
12811,Toorak,1,u,366000.0,1.0,1.0,06,2016,1476
12812,Toorak,4,h,2620000.0,2.0,2.0,06,2016,1476
12813,Toorak,3,h,1900000.0,2.0,1.0,11,2016,1476
12814,Toorak,2,t,1210000.0,2.0,2.0,11,2016,1476
12815,Toorak,4,h,4000000.0,2.0,2.0,11,2016,1476
12816,Toorak,2,u,540000.0,1.0,1.0,05,2016,1476
12817,Toorak,2,u,857000.0,0.0,0.0,08,2016,1476
12818,Toorak,3,h,4200000.0,4.0,2.0,04,2016,1476
12819,Toorak,2,h,3260000.0,2.0,2.0,02,2017,1476
12820,Toorak,2,h,1900000.0,2.0,0.0,02,2017,1476
12821,Toorak,2,u,690000.0,1.0,1.0,02,2017,1476
12822,Toorak,2,t,2100000.0,2.0,3.0,02,2017,1476
12823,Toorak,1,u,460000.0,1.0,1.0,07,2016,1476
12824,Toorak,2,u,1400000.0,2.0,2.0,06,2016,1476
12825,Toorak,2,u,511000.0,1.0,2.0,06,2016,1476
12826,Toorak,2,u,645000.0,1.0,1.0,06,2016,1476
12827,Toorak,2,u,870000.0,2.0,2.0,11,2016,1476
12828,Toorak,3,t,910000.0,2.0,2.0,11,2016,1476
12829,Toorak,3,h,2250000.0,3.0,2.0,05,2016,1476
12830,Toorak,2,u,525000.0,1.0,1.0,05,2016,1476
12831,Toorak,3,h,3270000.0,2.0,1.0,08,2016,1476
12832,Toorak,2,u,866000.0,0.0,0.0,07,2016,1476
12833,Toorak,3,h,1170000.0,1.0,1.0,07,2016,1476
12834,Toorak,2,u,920000.0,1.0,1.0,07,2016,1476
12835,Toorak,2,u,867000.0,1.0,1.0,04,2017,1476
12836,Toorak,1,u,552000.0,1.0,1.0,04,2017,1476
12837,Toorak,2,u,655000.0,1.0,1.0,04,2017,1476
12838,Toorak,3,u,840000.0,1.0,1.0,04,2017,1476
12839,Toorak,2,u,1010000.0,2.0,2.0,04,2017,1476
12840,Toorak,2,u,650000.0,1.0,0.0,05,2017,1476
12841,Toorak,3,h,2400000.0,2.0,1.0,05,2017,1476
12842,Toorak,4,h,3600000.0,2.0,2.0,05,2017,1476
12843,Toorak,2,u,750000.0,1.0,1.0,05,2017,1476
12844,Toorak,1,u,247500.0,1.0,1.0,04,2017,1476
12845,Toorak,3,t,1320000.0,2.0,1.0,04,2017,1476
12846,Toorak,3,u,922500.0,1.0,2.0,04,2017,1476
12847,Toorak,2,u,760000.0,1.0,1.0,04,2017,1476
12848,Toorak,6,h,2800000.0,2.0,2.0,07,2017,1476
12849,Toorak,1,u,550000.0,1.0,1.0,06,2017,1476
12850,Toorak,3,u,2000000.0,2.0,2.0,06,2017,1476
12851,Toorak,2,u,751000.0,1.0,1.0,06,2017,1476
12852,Toorak,2,u,682000.0,1.0,1.0,06,2017,1476
12853,Toorak,3,h,2500000.0,2.0,2.0,06,2017,1476
12854,Toorak,3,u,640000.0,1.0,1.0,06,2017,1476
12855,Toorak,2,u,725000.0,1.0,1.0,07,2017,1476
12856,Toorak,1,u,577000.0,1.0,1.0,07,2017,1476
12857,Toorak,3,u,1860000.0,2.0,2.0,08,2017,1476
12858,Toorak,3,u,1400000.0,2.0,2.0,08,2017,1476
12859,Toorak,3,u,1350000.0,2.0,1.0,08,2017,1476
12860,Toorak,2,u,1140000.0,2.0,2.0,07,2017,1476
12861,Toorak,2,u,735000.0,1.0,1.0,07,2017,1476
12862,Toorak,2,u,920000.0,2.0,1.0,07,2017,1476
12863,Toorak,1,u,350000.0,1.0,1.0,07,2017,1476
12864,Toorak,3,u,735000.0,1.0,1.0,09,2017,1476
12865,Toorak,1,u,541000.0,1.0,1.0,09,2017,1476
12866,Toorak,2,u,551000.0,1.0,1.0,09,2017,1476
12867,Toorak,1,u,425000.0,1.0,1.0,09,2017,1476
12868,Toorak,3,u,932000.0,1.0,1.0,09,2017,1476
12869,Toorak,2,u,860000.0,1.0,1.0,09,2017,1476
12870,Toorak,3,h,2076000.0,1.0,2.0,09,2017,1476
12871,Toorak,1,u,250000.0,1.0,1.0,08,2017,1476
12872,Toorak,3,u,1000000.0,2.0,1.0,08,2017,1476
12873,Toorak,3,h,3200000.0,3.0,3.0,09,2017,1476
12874,Toorak,3,t,3155000.0,2.0,2.0,09,2017,1476
12875,Toorak,2,u,631000.0,1.0,1.0,08,2017,1476
12876,Toorak,3,h,3550000.0,3.0,2.0,10,2017,1476
12877,Toorak,3,t,1900000.0,2.0,2.0,10,2017,1476
12878,Toorak,5,h,4515000.0,3.0,4.0,01,2018,1476
12879,Toorak,4,h,4111000.0,3.0,2.0,12,2017,1476
12880,Toorak,3,h,2300000.0,2.0,1.0,03,2018,1476
12881,Toorak,4,h,4800000.0,1.0,2.0,03,2018,1476
12882,Toorak,2,t,1025000.0,1.0,1.0,02,2018,1476
12883,Viewbank,4,h,910000.0,2.0,2.0,09,2016,250
12884,Viewbank,3,h,960000.0,2.0,2.0,09,2016,250
12885,Viewbank,2,u,556000.0,1.0,1.0,12,2016,250
12886,Viewbank,4,h,1010000.0,3.0,2.0,12,2016,250
12887,Viewbank,3,h,880000.0,2.0,4.0,12,2016,250
12888,Viewbank,4,h,920250.0,2.0,2.0,03,2017,250
12889,Viewbank,4,h,1080000.0,1.0,2.0,03,2017,250
12890,Viewbank,3,h,770000.0,2.0,2.0,06,2016,250
12891,Viewbank,4,h,730000.0,1.0,1.0,06,2016,250
12892,Viewbank,3,h,820000.0,2.0,2.0,08,2016,250
12893,Viewbank,4,h,1102500.0,2.0,1.0,05,2016,250
12894,Viewbank,4,h,1005000.0,2.0,1.0,11,2016,250
12895,Viewbank,2,u,555000.0,1.0,2.0,12,2016,250
12896,Viewbank,2,u,546000.0,1.0,1.0,11,2016,250
12897,Viewbank,3,h,765000.0,1.0,2.0,05,2016,250
12898,Viewbank,3,h,920000.0,2.0,2.0,05,2016,250
12899,Viewbank,5,h,895000.0,3.0,2.0,05,2016,250
12900,Viewbank,3,h,775000.0,3.0,2.0,04,2016,250
12901,Viewbank,3,u,440000.0,1.0,1.0,07,2016,250
12902,Viewbank,4,h,1042500.0,2.0,2.0,09,2016,250
12903,Viewbank,5,h,1025000.0,3.0,2.0,09,2016,250
12904,Viewbank,4,h,940000.0,3.0,2.0,06,2016,250
12905,Viewbank,4,h,895000.0,2.0,2.0,06,2016,250
12906,Viewbank,3,h,820000.0,2.0,2.0,05,2016,250
12907,Viewbank,3,h,870000.0,1.0,2.0,08,2016,250
12908,Viewbank,4,h,1085000.0,3.0,2.0,08,2016,250
12909,Viewbank,3,h,915000.0,2.0,2.0,02,2017,250
12910,Viewbank,4,h,1050000.0,2.0,2.0,07,2016,250
12911,Viewbank,3,h,810000.0,1.0,1.0,05,2017,250
12912,Viewbank,4,h,1140000.0,2.0,4.0,04,2017,250
12913,Viewbank,4,h,1003000.0,2.0,2.0,05,2017,250
12914,Viewbank,4,h,1155000.0,2.0,3.0,04,2017,250
12915,Viewbank,4,h,1115000.0,2.0,2.0,07,2017,250
12916,Viewbank,3,h,905000.0,2.0,2.0,07,2017,250
12917,Viewbank,3,h,940000.0,2.0,2.0,06,2017,250
12918,Viewbank,3,h,825000.0,1.0,0.0,06,2017,250
12919,Viewbank,3,h,870000.0,2.0,2.0,05,2017,250
12920,Viewbank,4,h,1295000.0,2.0,2.0,08,2017,250
12921,Viewbank,3,h,1185000.0,2.0,2.0,09,2017,250
12922,Viewbank,3,h,1009000.0,2.0,2.0,09,2017,250
12923,Viewbank,4,h,1435000.0,3.0,6.0,09,2017,250
12924,Viewbank,4,h,1612000.0,2.0,2.0,08,2017,250
12925,Viewbank,5,h,1316000.0,3.0,3.0,08,2017,250
12926,Viewbank,4,h,1080000.0,2.0,2.0,10,2017,250
12927,Viewbank,4,h,1240000.0,2.0,1.0,10,2017,250
12928,Viewbank,3,h,930000.0,1.0,1.0,10,2017,250
12929,Viewbank,4,h,1011000.0,1.0,2.0,10,2017,250
12930,Viewbank,3,h,820000.0,1.0,0.0,10,2017,250
12931,Viewbank,4,h,980000.0,1.0,1.0,10,2017,250
12932,Viewbank,3,h,950000.0,2.0,2.0,11,2017,250
12933,Viewbank,4,h,1150000.0,2.0,2.0,11,2017,250
12934,Viewbank,5,h,1060000.0,3.0,2.0,11,2017,250
12935,Viewbank,3,h,960000.0,1.0,1.0,11,2017,250
12936,Viewbank,4,h,1140000.0,2.0,2.0,01,2018,250
12937,Viewbank,4,h,900500.0,1.0,2.0,01,2018,250
12938,Viewbank,3,h,1060000.0,1.0,2.0,12,2017,250
12939,Viewbank,4,h,1250000.0,2.0,6.0,02,2018,250
12940,Viewbank,4,h,1190000.0,2.0,2.0,02,2018,250
12941,Viewbank,4,h,1150000.0,2.0,2.0,03,2018,250
12942,Viewbank,5,h,1050000.0,3.0,2.0,02,2018,250
12943,Viewbank,3,h,900000.0,2.0,1.0,02,2018,250
12944,Watsonia,3,h,660000.0,1.0,0.0,12,2016,894
12945,Watsonia,3,h,581000.0,2.0,2.0,12,2016,894
12946,Watsonia,3,h,1000000.0,2.0,2.0,03,2017,894
12947,Watsonia,3,h,785000.0,1.0,2.0,03,2017,894
12948,Watsonia,3,h,600000.0,1.0,1.0,06,2016,894
12949,Watsonia,3,h,690000.0,2.0,1.0,08,2016,894
12950,Watsonia,3,h,582000.0,1.0,0.0,10,2016,894
12951,Watsonia,3,h,740000.0,1.0,1.0,09,2016,894
12952,Watsonia,3,h,671000.0,2.0,2.0,11,2016,894
12953,Watsonia,3,h,741000.0,1.0,1.0,11,2016,894
12954,Watsonia,4,h,706000.0,1.0,2.0,11,2016,894
12955,Watsonia,3,h,725000.0,1.0,1.0,11,2016,894
12956,Watsonia,3,h,808000.0,2.0,2.0,08,2016,894
12957,Watsonia,3,h,711000.0,1.0,2.0,05,2016,894
12958,Watsonia,3,u,537000.0,1.0,2.0,05,2016,894
12959,Watsonia,3,h,1040000.0,2.0,1.0,04,2016,894
12960,Watsonia,4,h,1171000.0,3.0,2.0,07,2016,894
12961,Watsonia,2,h,662000.0,1.0,2.0,07,2016,894
12962,Watsonia,3,h,800000.0,2.0,2.0,06,2016,894
12963,Watsonia,3,h,922000.0,1.0,2.0,05,2016,894
12964,Watsonia,2,t,485000.0,1.0,1.0,04,2016,894
12965,Watsonia,3,h,860500.0,2.0,0.0,09,2016,894
12966,Watsonia,3,h,702000.0,1.0,1.0,09,2016,894
12967,Watsonia,3,h,627500.0,1.0,1.0,09,2016,894
12968,Watsonia,3,h,632000.0,1.0,2.0,02,2017,894
12969,Watsonia,3,h,601000.0,1.0,1.0,06,2016,894
12970,Watsonia,3,u,549000.0,1.0,1.0,06,2016,894
12971,Watsonia,2,u,342500.0,1.0,1.0,11,2016,894
12972,Watsonia,2,h,701000.0,1.0,2.0,05,2016,894
12973,Watsonia,3,h,645000.0,1.0,1.0,08,2016,894
12974,Watsonia,3,h,838000.0,1.0,2.0,07,2016,894
12975,Watsonia,3,h,880000.0,1.0,4.0,05,2017,894
12976,Watsonia,5,h,826000.0,1.0,2.0,05,2017,894
12977,Watsonia,4,h,952000.0,2.0,2.0,04,2017,894
12978,Watsonia,3,h,677500.0,1.0,2.0,04,2017,894
12979,Watsonia,4,h,761000.0,1.0,2.0,04,2017,894
12980,Watsonia,3,h,715000.0,1.0,2.0,04,2017,894
12981,Watsonia,4,h,932500.0,2.0,2.0,04,2017,894
12982,Watsonia,3,h,895000.0,1.0,2.0,04,2017,894
12983,Watsonia,3,h,835000.0,2.0,1.0,06,2017,894
12984,Watsonia,3,h,1010000.0,1.0,2.0,06,2017,894
12985,Watsonia,3,h,830000.0,1.0,2.0,06,2017,894
12986,Watsonia,4,h,788800.0,2.0,4.0,08,2017,894
12987,Watsonia,3,h,900000.0,2.0,2.0,08,2017,894
12988,Watsonia,3,h,700000.0,1.0,1.0,08,2017,894
12989,Watsonia,2,u,604000.0,1.0,1.0,07,2017,894
12990,Watsonia,2,u,655000.0,1.0,1.0,07,2017,894
12991,Watsonia,3,h,830000.0,1.0,1.0,07,2017,894
12992,Watsonia,2,u,686000.0,1.0,1.0,07,2017,894
12993,Watsonia,3,h,856000.0,2.0,1.0,09,2017,894
12994,Watsonia,4,h,902000.0,2.0,2.0,09,2017,894
12995,Watsonia,3,u,540000.0,1.0,1.0,09,2017,894
12996,Watsonia,5,h,1100000.0,2.0,2.0,09,2017,894
12997,Watsonia,2,h,599500.0,1.0,1.0,09,2017,894
12998,Watsonia,3,h,792000.0,1.0,2.0,09,2017,894
12999,Watsonia,3,h,920000.0,1.0,1.0,09,2017,894
13000,Watsonia,3,h,790000.0,1.0,1.0,08,2017,894
13001,Watsonia,4,h,900000.0,1.0,1.0,08,2017,894
13002,Watsonia,2,u,590000.0,1.0,1.0,08,2017,894
13003,Watsonia,2,h,650000.0,1.0,1.0,08,2017,894
13004,Watsonia,3,h,920000.0,1.0,5.0,10,2017,894
13005,Watsonia,3,h,1035000.0,2.0,2.0,10,2017,894
13006,Watsonia,3,h,800000.0,1.0,1.0,10,2017,894
13007,Watsonia,3,h,855000.0,1.0,2.0,10,2017,894
13008,Watsonia,4,h,1000000.0,2.0,2.0,10,2017,894
13009,Watsonia,2,h,885000.0,1.0,2.0,10,2017,894
13010,Watsonia,4,h,1063000.0,2.0,1.0,11,2017,894
13011,Watsonia,3,h,850000.0,1.0,0.0,12,2017,894
13012,Watsonia,4,h,750000.0,1.0,2.0,03,2018,894
13013,Watsonia,2,h,740000.0,1.0,2.0,03,2018,894
13014,Watsonia,3,h,730000.0,1.0,1.0,03,2018,894
13015,Watsonia,3,h,741000.0,1.0,2.0,02,2018,894
13016,Watsonia,3,h,840000.0,1.0,1.0,02,2018,894
13017,West Melbourne,3,t,1010000.0,3.0,2.0,09,2016,1961
13018,West Melbourne,3,u,650000.0,2.0,1.0,12,2016,1961
13019,West Melbourne,3,h,1260000.0,3.0,2.0,06,2016,1961
13020,West Melbourne,1,u,460000.0,1.0,1.0,06,2016,1961
13021,West Melbourne,3,h,2370000.0,3.0,2.0,06,2016,1961
13022,West Melbourne,2,t,800000.0,2.0,2.0,08,2016,1961
13023,West Melbourne,1,u,550000.0,1.0,1.0,05,2016,1961
13024,West Melbourne,3,u,660000.0,2.0,1.0,05,2016,1961
13025,West Melbourne,2,t,1055000.0,1.0,1.0,10,2016,1961
13026,West Melbourne,3,u,995000.0,1.0,1.0,03,2017,1961
13027,West Melbourne,3,t,1130000.0,2.0,2.0,06,2016,1961
13028,West Melbourne,1,u,443000.0,1.0,1.0,09,2016,1961
13029,West Melbourne,3,t,1120000.0,3.0,1.0,02,2017,1961
13030,West Melbourne,1,u,482000.0,1.0,1.0,07,2016,1961
13031,West Melbourne,2,u,620000.0,1.0,1.0,05,2016,1961
13032,West Melbourne,4,h,2100000.0,1.0,0.0,05,2016,1961
13033,West Melbourne,3,u,601000.0,1.0,1.0,07,2016,1961
13034,West Melbourne,3,h,1750000.0,1.0,1.0,05,2017,1961
13035,West Melbourne,2,t,1013000.0,2.0,1.0,05,2017,1961
13036,West Melbourne,3,t,1171000.0,2.0,1.0,05,2017,1961
13037,West Melbourne,2,h,1053000.0,1.0,0.0,04,2017,1961
13038,West Melbourne,1,u,295000.0,1.0,1.0,04,2017,1961
13039,West Melbourne,2,u,792000.0,1.0,1.0,06,2017,1961
13040,West Melbourne,3,h,1370000.0,1.0,0.0,06,2017,1961
13041,West Melbourne,2,u,660000.0,1.0,1.0,05,2017,1961
13042,West Melbourne,2,u,670000.0,1.0,1.0,07,2017,1961
13043,West Melbourne,2,u,510000.0,1.0,1.0,07,2017,1961
13044,West Melbourne,1,u,380000.0,1.0,0.0,07,2017,1961
13045,West Melbourne,4,h,1900000.0,1.0,2.0,07,2017,1961
13046,West Melbourne,3,h,1460000.0,1.0,1.0,09,2017,1961
13047,West Melbourne,2,u,705000.0,1.0,2.0,09,2017,1961
13048,West Melbourne,3,h,2430000.0,2.0,4.0,09,2017,1961
13049,West Melbourne,4,h,1725000.0,2.0,2.0,09,2017,1961
13050,West Melbourne,3,t,1500000.0,2.0,1.0,09,2017,1961
13051,West Melbourne,3,t,1251000.0,3.0,1.0,09,2017,1961
13052,West Melbourne,3,u,742000.0,2.0,1.0,09,2017,1961
13053,West Melbourne,3,h,1654000.0,2.0,0.0,10,2017,1961
13054,West Melbourne,4,h,2371000.0,2.0,1.0,10,2017,1961
13055,West Melbourne,4,h,1230000.0,1.0,1.0,10,2017,1961
13056,West Melbourne,3,h,1470000.0,2.0,1.0,11,2017,1961
13057,West Melbourne,2,h,1200000.0,1.0,1.0,03,2018,1961
13058,West Melbourne,3,t,1150000.0,2.0,2.0,02,2018,1961
13059,Williamstown,4,h,1325000.0,2.0,1.0,09,2016,1574
13060,Williamstown,4,h,1400000.0,2.0,1.0,09,2016,1574
13061,Williamstown,3,h,1535000.0,1.0,1.0,09,2016,1574
13062,Williamstown,3,u,890000.0,1.0,3.0,12,2016,1574
13063,Williamstown,4,h,1400000.0,2.0,4.0,03,2017,1574
13064,Williamstown,3,h,1800000.0,2.0,2.0,03,2017,1574
13065,Williamstown,2,h,1050000.0,1.0,4.0,03,2017,1574
13066,Williamstown,2,h,850000.0,1.0,1.0,03,2017,1574
13067,Williamstown,4,h,2910000.0,3.0,0.0,03,2017,1574
13068,Williamstown,3,h,2910000.0,3.0,2.0,03,2017,1574
13069,Williamstown,4,h,2640000.0,2.0,2.0,03,2017,1574
13070,Williamstown,3,h,1200000.0,2.0,2.0,06,2016,1574
13071,Williamstown,4,h,3130000.0,2.0,2.0,06,2016,1574
13072,Williamstown,3,h,1460000.0,1.0,2.0,05,2016,1574
13073,Williamstown,1,u,310000.0,1.0,1.0,05,2016,1574
13074,Williamstown,3,h,1200000.0,2.0,2.0,11,2016,1574
13075,Williamstown,3,h,1560000.0,2.0,2.0,11,2016,1574
13076,Williamstown,3,h,1575000.0,2.0,3.0,11,2016,1574
13077,Williamstown,2,t,830000.0,1.0,1.0,11,2016,1574
13078,Williamstown,2,t,830000.0,1.0,0.0,11,2016,1574
13079,Williamstown,4,h,1085000.0,1.0,2.0,10,2016,1574
13080,Williamstown,4,h,1815000.0,3.0,2.0,10,2016,1574
13081,Williamstown,3,h,1470000.0,2.0,1.0,10,2016,1574
13082,Williamstown,4,h,2230000.0,2.0,2.0,09,2016,1574
13083,Williamstown,3,t,1460000.0,2.0,2.0,12,2016,1574
13084,Williamstown,5,h,1410000.0,2.0,2.0,12,2016,1574
13085,Williamstown,2,h,940000.0,1.0,0.0,12,2016,1574
13086,Williamstown,4,h,1900000.0,3.0,2.0,03,2017,1574
